I_D,YEAR,EQ_PRIMARY,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,TOTAL_DEATHS,TOTAL_INJURIES,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DAMAGED
7745,2008,5.6,KYRGYZSTAN,KYRGYZSTAN:  OSH,40.288,72.985,0,,5385,
7746,2008,5.6,GUATEMALA,"GUATEMALA:  COLOMBA, FLORES, COSTA CUCA",14.129,-91.479,0,,,
7747,2008,5.9,INDONESIA,"INDONESIA: NEW GUINEA: MANOKWARI,",-0.795,134.012,0,6,,22
7748,2008,4.6,ALGERIA,ALGERIA:  ORAN,35.616,-0.57,1,,,
7749,2008,5,BANGLADESH,"INDIA-BANGLADESH:  RANGAMATI, BANGLADESH",22.761,92.333,0,,,
7750,2008,6.1,INDONESIA,INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI,1.011,97.442,1,5,,
7764,2008,5.9,CONGO,CONGO:  BUKAVU,-2.296,28.9,38,717,99,815
7765,2008,4.3,INDIA,INDIA:  WEST BENGAL,23.433,87.111,1,50,,
7766,2008,5.1,MEXICO,MEXICO:  BAJA CALIFORNIA,32.456,-115.315,0,,,
7767,2008,4.9,IRAN,IRAN:  NASIRABAD,31.73,51.2,0,10,,70
7768,2008,4.9,RWANDA,RWANDA:  GISENYI,-2.404,28.918,1,109,,5
7769,2008,5,LEBANON,LEBANON-SYRIA:  BAALBEC,33.327,35.305,0,10,,
7870,2008,7.4,INDONESIA,INDONESIA:  SUMATERA:  ACEH PROVINCE,2.768,95.964,3,25,,
7871,2008,6,USA,NEVADA:  WELLS,41.153,-114.867,0,3,,720
7743,2008,6.5,INDONESIA,INDONESIA:  SUMATRA:  PADANG,-2.486,99.972,0,,,
7872,2008,4.8,UK,UNITED KINGDOM:  ENGLAND:  LINCOLNSHIRE,53.403,-0.332,0,1,,
7873,2008,4.3,BRAZIL,BRAZIL:  SOBRAL,-3.7,-40.35,0,,,
7874,2008,4.5,INDIA,INDIA:  GUJARAT,23.33,70.592,0,,,
7875,2008,7.2,CHINA,CHINA:  XINJIANG PROVINCE,35.49,81.467,0,,2200,
7876,2008,5.3,PERU,PERU:  OFF COAST,-12.178,-77.164,0,1,5,
7800,2008,7.3,NEW CALEDONIA,NEW CALEDONIA: LOYALTY ISLANDS,-20.071,168.892,0,,,
8127,2008,6.1,GUATEMALA,GUATEMALA,13.564,-90.599,0,,,8
7823,2008,5.3,USA,ILLINOIS:  WEST SALEM,38.452,-87.886,0,,,
8128,2008,5,USA,NEVADA:  FALLON,39.52,-119.93,0,,,
8138,2008,6.4,VANUATU,VANUATU ISLANDS,-19.941,168.953,0,,,
8129,2008,4.5,IRAN,"IRAN:  LORESTAN, BOROUJERD",33.86,48.59,0,100,,
8130,2008,6.8,JAPAN,JAPAN:  HONSHU:  E COAST,36.158,141.521,0,6,,
7843,2008,7.9,CHINA,CHINA:  SICHUAN PROVINCE,31.002,103.322,87652,374171,5360000,21000000
8122,2008,,BRAZIL,BRAZIL:  ALCANTARAS,-3.91,-40.44,0,,,
7879,2008,5.6,COLOMBIA,"COLOMBIA:  META, QUETAME",4.33,-73.764,6,,,
7881,2008,6,CHINA,CHINA:  SICHUAN PROVINCE,32.57,105.424,8,927,400000,
8123,2008,5.6,COSTA RICA,PANAMA-COSTA RICA,8.423,-82.968,0,,,
8124,2008,5.7,CHINA,CHINA:  SICHUAN PROVINCE,32.71,105.54,0,,20000,
7880,2008,6.3,ICELAND,ICELAND: REYKJAVIK,64.004,-21.012,0,30,,
8125,2008,5.5,ALGERIA,ALGERIA:  ORAN,35.883,-0.658,1,30,,
8126,2008,3.8,INDIA,INDIA:  MANPUR,24.702,84.964,0,2,,
7925,2008,6.3,GREECE,"GREECE:  ACHAIA, ILEIA",37.963,21.525,2,240,1156,
7907,2008,6.9,JAPAN,JAPAN:  HONSHU:  TOKYO,39.03,140.881,13,357,,614
8120,2008,5.5,PERU,"PERU:  CENTRAL:  OXAPAMPA, HUANCABAMBA",-10.368,-75.512,0,45,60,25
8121,2008,5,IRAN,IRAN:  NE:  KATKAN,35.5,58.8,0,,,
8955,2008,7.7,RUSSIA,RUSSIA:  SEA OF OKHOTSK,53.882,152.886,0,,,
8163,2008,6.2,PERU,PERU:  AREQUIPA,-15.986,-71.748,1,,,
7971,2008,6.9,JAPAN,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,37.552,142.214,0,,,
8164,2008,6.8,JAPAN,JAPAN:  HONSHU:  N,39.802,141.464,1,200,,90
8165,2008,5.6,CHINA,CHINA:  SICHUAN PROVINCE,32.747,105.542,1,17,1200,
8166,2008,5.4,USA,CALIFORNIA:  LOS ANGELES,33.953,-117.761,0,8,,
8167,2008,5.7,CHINA,CHINA:  SICHUAN PROVINCE,32.036,104.722,0,231,540,2450
8168,2008,6,CHINA,CHINA:  SICHUAN PROVINCE,32.756,105.494,4,29,,
8169,2008,5.2,VENEZUELA,VENEZUELA:  CARIACO-CUMANA,10.514,-64.171,0,,,50
8170,2008,6,PHILIPPINES,PHILIPPINES:  LUZON:  LEGASPI,12.897,124.319,0,,,
8171,2008,5,CHINA,CHINA:  YUNNAN PROVINCE,25.051,97.919,0,,5,2420
8172,2008,6,CHINA,CHINA:  YUNNAN PROVINCE,25.044,97.684,5,127,,
8173,2008,5.5,NEW ZEALAND,NEW ZEALAND:  NORTH ISLAND,-39.715,176.851,0,,,
8174,2008,6.7,CHINA,CHINA:  TIBET (XIZANG PROVINCE),30.901,83.52,0,,,700
10114,2008,5,ATLANTIC OCEAN,ATLANTIC OCEAN:  SOUTH,-52.533,26.417,0,,,
8175,2008,6.2,RUSSIA,RUSSIA:  LAKE BAYKAL,51.607,104.158,0,,,
8132,2008,5.9,CHINA,CHINA:  SICHUAN PROVINCE,26.272,101.937,43,589,392000,
8176,2008,4.1,TURKEY,TURKEY:  ADIYAMAN,37.507,38.503,0,,,
8185,2008,5.4,INDONESIA,INDONESIA:  SUMATRA:  SOUTHERN,-3.935,103.058,2,,,113
8133,2008,6.1,IRAN,IRAN:  HORMOZGAN PROVINCE,26.743,55.828,7,45,,
8134,2008,6.8,JAPAN,JAPAN:  HOKKAIDO,41.892,143.754,0,,,
8186,2008,5,INDIA,INDIA:  MAHARASHTRA,17.438,73.915,1,20,,1500
8160,2008,6.6,KYRGYZSTAN,KYRGYZSTAN: NURA,39.533,73.824,74,140,,
8161,2008,6.3,CHINA,CHINA:  TIBET (XIZANG PROVINCE),29.807,90.35,9,19,,
8162,2008,5.7,RUSSIA,RUSSIA:  CAUCASUS:  CHECHNYA,43.372,46.254,13,100,,1027
8177,2008,6.4,PAKISTAN,PAKISTAN:  QUETTA,30.639,67.351,166,370,3487,4125
8206,2008,6.4,PAKISTAN,PAKISTAN:  ZIARAT,30.598,67.455,0,1,,
8207,2008,6.3,CHINA,CHINA:  QINGHAI PROVINCE,37.565,95.833,0,3,,
8191,2008,7.3,INDONESIA,INDONESIA:  MINAHASSA PENINSULA,1.271,122.091,6,77,,1000
8192,2008,6.1,PANAMA,"PANAMA:  PASO CANOA, DAVID, PUERTO ARMUELLES",8.267,-82.967,0,,,
8208,2008,4.1,CZECH REPUBLIC,CZECH REPUBLIC:  KARVINA,49.914,18.455,2,3,,
8253,2008,5.4,IRAN,IRAN:  S,26.99,55.8,0,5,,
8254,2008,4.5,CHINA,CHINA:  SICHUAN PROVINCE,32.518,105.395,2,3,,
8255,2008,4.1,ARGENTINA,ARGENTINA:  POTRERILLOS,-32.938,-69.259,0,,,
9834,2008,4.8,CHINA,CHINA:  YUNNAN PROVINCE:  SIMAO,23.97,97.569,0,19,30,5400
8256,2008,4.7,MYANMAR (BURMA),MYANMAR (BURMA),23.97,97.569,0,19,30,5400
8257,2008,5.8,AFGHANISTAN,"AFGHANISTAN; PAKISTAN:  MANSEHRA, SHANGLA",36.401,71.075,0,,,
8204,2009,7.6,INDONESIA,PAPUA NEW GUINEA:  NEAR NORTH COAST,-0.414,132.885,5,250,,840
8211,2009,7.3,INDONESIA,PAPUA NEW GUINEA:  NEAR NORTH COAST,-0.691,133.305,0,,,
8210,2009,6.1,COSTA RICA,COSTA RICA:  LA PAZ,10.165,-84.197,23,100,518,
8250,2009,7.4,RUSSIA,RUSSIA:  KURIL ISLANDS,46.857,155.154,0,,,
8258,2009,4.6,PERU,PERU:  PACCHA,-11.779,-75.626,0,,50,500
8251,2009,7.2,INDONESIA,INDONESIA:  KEPULAUAN TALAUD,3.884,126.397,0,64,,597
8278,2009,5.4,PAKISTAN,PAKISTAN; INDIA:  KASHMIR,34.204,73.899,0,44,,
8279,2009,5.5,CHINA,CHINA:  XINJIANG PROVINCE,40.657,78.692,0,,331,5613
8259,2009,7.6,TONGA,TONGA ISLANDS,-23.046,-174.659,0,,,
8298,2009,4.1,INDIA,INDIA:  CHAIBASA,22.399,85.903,0,5,,
8299,2009,4.4,NICARAGUA,NICARAGUA:  SAN JUAN DEL RIO COCO,13.452,-86.06,0,,3,10
8264,2009,6.3,ITALY,ITALY:  L'AQUILA,42.334,13.334,309,1500,15000,
8277,2009,5.5,ITALY,ITALY:  L'AQUILA,42.275,13.464,1,,,
8317,2009,5.2,INDIA,INDIA:  JAISALMER,27.143,70.749,0,6,,
8318,2009,5.4,AFGHANISTAN,AFGHANISTAN:  NANGARHAR,34.185,70.076,19,51,200,
8379,2009,4.6,SAUDI ARABIA,SAUDI ARABIA: WESTERN,25.212,37.597,0,,,
8380,2009,5.7,SAUDI ARABIA,SAUDI ARABIA: WESTERN,25.292,37.744,0,7,,
8381,2009,4.9,INDIA,INDIA:  KASHMIR,33.198,75.787,0,,,100
8382,2009,5.3,MACEDONIA,BALKANS NW:  MACEDONIA,41.303,22.714,0,,,
8297,2009,7.3,HONDURAS,HONDURAS:  NORTHERN; BELIZE,16.72,-86.236,7,40,135,25
8384,2009,5.7,VANUATU,VANUATU ISLANDS:  TONGOA,-17.026,168.329,0,10,,
8385,2009,6.3,VANUATU,VANUATU ISLANDS:  TONGOA,-17.757,167.949,0,4,,
8383,2009,5.4,KAZAKHSTAN,KAZAKHSTAN:  TEKELI,44.724,78.864,1,,,
10419,2009,6.4,GREECE,GREECE:  CRETE,34.164,25.471,0,,,
8388,2009,6,PANAMA,PANAMA: PANAMA CITY,9.59,-78.966,0,32,,10
8389,2009,5.7,CHINA,CHINA:  YUNNAN PROVINCE:  YAOAN COUNTY,25.632,101.095,0,336,,
8357,2009,7.8,NEW ZEALAND,NEW ZEALAND:  OFF WEST COAST OF SOUTH ISLAND,-45.762,166.562,0,,,
8390,2009,5.8,CHINA,CHINA: TIBET (XIZANG PROVINCE):   GYUNGCAN,31.158,85.902,0,,6,
8492,2009,3.4,CHINA,CHINA:  CHONGQING PROVINCE:  RONGCHANG,29.358,105.438,2,1,440,
8378,2009,7.5,INDIA,INDIA:  ANDAMAN I,14.099,92.888,0,,,
8377,2009,6.4,JAPAN,JAPAN:  HONSHU:  S COAST,34.743,138.264,1,123,,5192
8472,2009,6.7,INDONESIA,INDONESIA:  SUMATRA:  PADANG,-1.479,99.49,0,9,,
8512,2009,6.2,CHINA,CHINA:  QINGHAI PROVINCE,37.696,95.718,0,,,30
8513,2009,5.2,MYANMAR (BURMA),MYANMAR (BURMA);  INDIA:  SIBSAGAR,25.28,95.101,0,,,
8386,2009,7,INDONESIA,INDONESIA:  JAVA,-7.782,107.297,81,1297,,54000
8532,2009,6,GEORGIA,GEORGIA:  NORTHWESTERN,42.66,43.443,0,1,,1000
8387,2009,6.3,VENEZUELA,VENEZUELA:  CARABOBO,10.705,-67.92,0,18,,17
8533,2009,5.7,PHILIPPINES,"PHILIPPINES:  COTABATO, SULTAN KUDARAT",6.513,124.715,0,91,,76
8534,2009,5.7,INDONESIA,INDONESIA:  BALI:  DENPASAR,-9.138,115.593,0,7,,
8392,2009,6.1,BHUTAN,BHUTAN:  TASHIGANG,27.332,91.437,11,,,
8535,2009,3.1,AUSTRALIA,AUSTRALIA:  MORNINGTON,-38.28,145.25,0,,,
8408,2009,8.1,SAMOA,SAMOA ISLANDS,-15.489,-172.095,192,7,,
8409,2009,7.5,INDONESIA,INDONESIA:  SUMATRA:  PADANG,-0.72,99.867,1117,1214,,181665
8552,2009,6.6,INDONESIA,INDONESIA:  SUMATRA:  SOUTHERN:  KERINCI,-2.515,101.501,3,,,
8410,2009,7.6,VANUATU,VANUATU ISLANDS,-13.006,166.51,0,,,
8572,2009,7.8,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-12.517,166.382,0,,,
8573,2009,5.4,ECUADOR,ECUADOR:  TENA,-0.962,-77.817,0,,,
8574,2009,6.1,AFGHANISTAN,AFGHANISTAN:  HINDU KUSH,36.517,70.95,5,,,
8772,2009,5.3,BHUTAN,"BHUTAN:  MONGAR, PEMAGATSEL, TASHIGANG",27.262,91.417,0,,1,116
8431,2009,4.9,CHINA,CHINA:  YUNNAN PROVINCE,25.962,100.825,0,28,1000,30000
8430,2009,5.1,IRAN,IRAN:  BANDAR ABBAS,27.334,56.202,0,269,,
8451,2009,6.6,INDONESIA,INDONESIA:  SUMABAWA:  BIMA,-8.207,118.631,2,200,,
8592,2009,5.4,VENEZUELA,VENEZUELA:  SIQUISIQUE,10.434,-69.715,0,,,
8792,2009,3.5,SOUTH AFRICA,SOUTH AFRICA:  CARLETONVILLE,-26.414,27.494,2,3,,
8793,2009,5.9,MALAWI,MALAWI:  KARONGA,-9.948,33.878,1,15,,3000
8794,2009,5.1,INDIA,INDIA:  MAHARASHTRA:  SATARA,17.109,73.767,0,,,
8795,2009,4.9,JAPAN,JAPAN:  HONSHU:  ITO,34.921,139.261,0,7,,20
8652,2009,6.4,TAIWAN,TAIWAN:  HUALIEN,23.796,121.605,0,14,,
8632,2009,6,MALAWI,MALAWI:  KARONGA,-10.108,33.818,3,250,1111,3565
8812,2009,5.9,MEXICO,MEXICO:  MEXICALI,32.437,-115.165,0,,,
8813,2009,5.2,BHUTAN,BHUTAN:  DAMETSI,27.319,91.51,0,2,,700
8693,2010,5.1,TAJIKISTAN,TAJIKISTAN,38.245,71.467,0,,98,1000
8672,2010,6.6,SOLOMON ISLANDS,SOLOMON ISLANDS,-8.743,157.477,0,,,
8673,2010,7.1,SOLOMON ISLANDS,SOLOMON ISLANDS,-8.799,157.346,0,,16,60
8692,2010,6.8,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.019,157.551,0,,,
8992,2010,5.1,INDONESIA,INDONESIA:  JAVA:  GARUT,-7.907,107.879,1,2,,
8712,2010,6.5,USA,CALIFORNIA:  OFF COAST NORTHERN,40.652,-124.692,0,30,,
8732,2010,7,HAITI,HAITI:  PORT-AU-PRINCE,18.457,-72.533,316000,300000,97294,188383
8993,2010,5.5,VENEZUELA,VENEZUELA:  CARIACO,10.454,-63.475,0,11,,3
8994,2010,5,IRAN,IRAN:  KHUZESTAN:  ARRJAN,32.45,48.3,0,,,150
8995,2010,4.4,CHINA,CHINA:  GUIZHOU PROVINCE,25.558,105.804,7,9,,
8752,2010,4.7,CHINA,CHINA:  SICHUAN PROVINCE: MOXI,30.268,105.668,1,15,200,
9052,2010,4.8,CHINA,CHINA:  YUNNAN PROVINCE,25.523,101.903,0,11,,
9032,2010,7,JAPAN,"JAPAN:  TORI SHIMA, OKINAWA",25.93,128.425,0,2,,
8872,2010,8.8,CHILE,"CHILE:  MAULE, CONCEPCION, TALCAHUANO",-36.122,-72.898,558,12000,,500000
9053,2010,6.3,ARGENTINA,ARGENTINA:  SALTA,-24.872,-65.602,2,2,,
9152,2010,6.3,TAIWAN,TAIWAN:  KAO-HSIUNG,22.918,120.795,0,96,,340
8892,2010,6.1,TURKEY,"TURKEY:  ELAZIG PROVINCE:  OKCULAR, YUKARI DEMIRCI",38.864,39.986,51,100,287,700
8912,2010,6.9,CHILE,CHILE:  RANCAGUA,-34.29,-71.891,0,,,
9372,2010,6.7,INDIA,INDIA: ANDAMAN ISLANDS:  DIGLIPUR,13.667,92.831,0,10,,
8932,2010,7.2,MEXICO,MEXICO:  BAJA CALIFORNIA,32.297,-115.278,2,233,,
8973,2010,7.8,INDONESIA,INDONESIA:  SUMATRA,2.383,97.048,0,,,
8972,2010,6.9,CHINA,CHINA:  QINGHAI PROVINCE:  YUSHU,33.165,96.548,2220,12135,15000,
9012,2010,5.6,AFGHANISTAN,AFGHANISTAN:  SAMANGAN PROVINCE,35.633,67.658,11,70,2000,
9033,2010,5.2,AUSTRALIA,AUSTRALIA:  KALGOORLIE,-30.794,121.406,0,3,,
9512,2010,4.5,INDIA,INDIA:  CHAMOLI,30.099,80.026,0,,,
9513,2010,6.2,PERU,PERU:  TACNA,-18.058,-70.547,0,11,,
9092,2010,7.2,INDONESIA,INDONESIA:  N. SUMATRA: SIMEULUE ISLAND,3.748,96.018,0,,,
9132,2010,5.2,ALGERIA,ALGERIA:  NORTHERN:  BENI YELLMAN,35.9,4.12,2,43,,
9514,2010,5.8,USA TERRITORY,"PUERTO RICO:  LARES, VEGA BAJA",18.4,-67.07,0,,,
9172,2010,4.4,USA TERRITORY,"ANATAHAN REGION, N. MARIANA ISLANDS",16.591,145.682,0,,,
9252,2010,7.5,INDIA,INDIA:  LITTLE NICOBAR ISLAND,7.881,91.936,0,,,
9764,2010,5.8,USA,CALIFORNIA:  OCOTILLO,32.7,-115.921,0,,,
9292,2010,7,INDONESIA,INDONESIA: NEW GUINEA:  IRIAN JAYA: JAPEN,-2.174,136.543,17,,2556,
9765,2010,5.9,INDIA,INDIA:  ANDAMAN ISLANDS:  DIGLIPUR,13.197,93.087,0,,,
9766,2010,5.2,INDIA,INDIA:  TAULI,29.872,80.428,0,,,
9373,2010,5.2,CANADA,"CANADA:  QUEBEC:  VAL-DES-BOIS, GRACEFIELD",45.88,-75.48,0,,,
9767,2010,6.2,MEXICO,MEXICO:  SAN ANDRES HUAXPALTEPEC,16.396,-97.782,1,,,
9412,2010,5.8,IRAN,IRAN:  FARSINAJ,27.022,53.861,1,32,,
9432,2010,7.6,PHILIPPINES,PHILIPPINES:  CELEBES SEA:  MORO GULF,6.486,123.467,0,,,
9769,2010,5.4,IRAN,IRAN:  TORBET-I-HEYDARIYEH,35.217,59.308,0,274,,
9452,2010,7.2,VANUATU,VANUATU ISLANDS,-17.541,168.069,0,,,
9770,2010,7.1,ECUADOR,"ECUADOR:  MANTA, GUAYAQUIL, LOJA",-1.266,-77.306,0,,,
9612,2010,6.9,USA TERRITORY,"GUAM, NORTHERN MARIANA ISLANDS",12.484,141.476,0,,,
9472,2010,5.7,IRAN,IRAN:  DAMGHAN-TORUD,35.49,54.47,3,200,700,
9771,2010,4.9,CHINA,"CHINA:  SICHUAN PROVINCE: NINGANG, ZIAOJIA",27.197,103.005,0,14,,1001
9492,2010,7,NEW ZEALAND,NEW ZEALAND:  CHRISTCHURCH,-43.522,171.83,0,2,,
9772,2010,5,NEW ZEALAND,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-43.57,172.388,0,,,
9773,2010,5.1,NEW ZEALAND,NEW ZEALAND:  NORTH ISLAND:  PORANGAHAU,-40.433,176.818,0,,,
9774,2010,5,NEW ZEALAND,NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY,-43.598,172.69,0,,,
9775,2010,4.8,BANGLADESH,BANGLADESH:  NARAYANGANJ,23.407,90.648,0,,,
9552,2010,5.8,IRAN,IRAN:  SHIRAZ,29.647,51.665,1,3,,
9777,2010,5.2,PAKISTAN,"PAKISTAN:  KHANPUR, HARIPUR",33.869,72.887,1,15,,100
9592,2010,7.8,INDONESIA,INDONESIA:  SUMATRA,-3.487,100.082,431,,700,
9632,2010,5.5,SERBIA,BALKANS NW: SERBIA:  KRALJEVO,43.76,20.673,2,100,1000,5000
9803,2010,4.9,IRAN,IRAN:  DORUD-RAZAN,33.37,48.94,0,104,,
9825,2010,4.7,PAKISTAN,PAKISTAN:  QUETTA,30.178,67.117,0,12,,
9827,2010,5.1,ETHIOPIA,"ETHIOPIA:  JIMA,  HOSA'INA, SHENK'OLA, WENJELA",7.521,37.839,0,,,
9826,2010,3.7,USA,OKLAHOMA:  LUTHER,35.827,-96.772,0,,,
9760,2010,6.5,IRAN,IRAN:  KERMAN,28.412,59.18,7,25,,1800
9759,2010,7.4,JAPAN,JAPAN:  BONIN ISLANDS,26.901,143.698,0,,,
9761,2010,7.3,VANUATU,VANUATU ISLANDS,-19.702,167.947,0,4,,
9828,2010,4.5,NEW ZEALAND,NEW ZEALAND:  CHRISTCHURCH,-43.55,172.647,0,,,20
9762,2011,4.5,IRAN,IRAN:  FARS PROVINCE,30.16,51.62,0,16,,
9811,2011,6.5,VANUATU,VANUATU ISLANDS,-19.157,168.311,0,,,
9763,2011,7.2,PAKISTAN,"PAKISTAN: GARHI KHAIRO, QUETTA, BALOCHISTAN",28.777,63.951,3,,,200
9830,2011,4.8,CHINA,CHINA:  YUNNAN PROVINCE:  PINGYUAN,24.693,97.943,0,1,,700
9831,2011,6.3,MYANMAR (BURMA),MYANMAR (BURMA):  MONYWA,24.618,94.68,1,,,
9776,2011,6.8,CHILE,CHILE:  OFF COAST CENTRAL,-36.474,-73.125,0,,,
9832,2011,3.1,USA,COLORADO:  PAONIA,38.947,-107.497,0,,,
9779,2011,6.1,NEW ZEALAND,"NEW ZEALAND:  CHRISTCHURCH, LYTTELTON",-43.583,172.68,181,1500,100000,
9835,2011,5.5,PHILIPPINES,PHILIPPINES:  MINDANAO,9.457,125.935,0,,,
9797,2011,7.5,JAPAN,JAPAN:  HONSHU:  E COAST,38.435,142.842,0,,,
9836,2011,5.5,CHINA,CHINA:  YUNNAN PROVINCE:  PINGYUAN,24.719,97.969,25,250,1039,12528
9799,2011,9.1,JAPAN,JAPAN:  HONSHU,38.297,142.372,18434,6157,123661,280920
9805,2011,7.9,JAPAN,JAPAN:  NEAR E COAST HONSHU,36.281,141.111,0,,,
9806,2011,7.6,JAPAN,JAPAN:  OFF EAST COAST HONSHU,38.058,144.59,0,,,
9801,2011,6.8,MYANMAR (BURMA),MYANMAR:  TACHILEK,20.687,99.822,75,123,,10104
9848,2011,5.4,NEPAL,"NEPAL-INDIA:  UTTARAKHAND, UTTAR PRADESH",29.698,80.754,0,,,
9804,2011,7.1,JAPAN,JAPAN: NEAR E COAST HONSHU,38.276,141.588,3,132,,
9847,2011,5.1,CHINA,CHINA:  SICHUAN PROVINCE:  LUHUO,31.373,100.757,0,,,
9841,2011,6.6,JAPAN,JAPAN:  HONSHU,37.001,140.401,7,,3,
9864,2011,6.1,INDONESIA,INDONESIA:   SULAWESI:  KENDARI,-4.586,122.771,0,14,,
9821,2011,5.1,SPAIN,SPAIN:  LORCA,37.699,-1.672,10,,,
9833,2011,4.3,TURKEY,TURKEY:  SIMAV,39.12,29.04,2,125,,
9857,2011,5.3,CHINA,CHINA:  XINJIANG PROVINCE:  DABANCHENG,43.015,88.247,0,8,,50
9858,2011,6,NEW ZEALAND,NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY,-43.564,172.743,1,45,100,
9859,2011,5.3,CHINA,CHINA:  YUNNAN PROVINCE:  BAOSHAN,25.075,98.721,0,4,,
